feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9
-2.304211935943967,-0.1761335035509783,1.3060419317047731,0.8188815400910154,1.3512251671278703,-2.6626754285456085,2.448224658501488,-4.3920045901538805,-7.4963283329012524,0.4942948637924609
-0.3610092232525697,-2.899513879868482,0.3993883892869806,-1.2762386194081767,-0.1574227782865872,-1.2854017061166356,0.26519294263142407,-1.9031778295455244,-0.21557067414930314,-1.3967414730921317
2.7030275644050836,1.6713475754374763,-1.5553630221270853,-0.4316482301139097,-1.5909551502425192,3.804618979176619,-3.6406121668922444,5.712779255490387,8.478651365751952,0.6802850925956195
-0.23066166663970813,-0.9013756798971745,0.2551700855417989,-0.34613724498268816,0.17569462268559377,-0.5816533209047923,0.3265934746415282,-0.7386523821953049,-0.615400086281998,-0.46831410532106255
1.1032175720536581,0.505735432472799,-0.5942476172677444,-0.39982200437463034,-0.7902541044563189,1.6614461546671986,-1.7174864822878728,2.378884868553151,3.815539883702204,0.0726425688281094
1.4419424019526008,-0.08670113614820872,-0.6162209892719305,-0.7919941309329115,-1.0107470355589785,1.525359341840984,-1.804065104479977,2.3082393748470227,4.718884150994959,-0.6610848821872827
0.21896391585597508,1.25761905635936,-0.19341553191962946,0.4555416468298961,-0.04204073583076654,0.659934140138662,-0.5668259420177515,0.8160387219608972,0.23775973289055705,0.9490717571855387
-0.8418216318681523,0.4060561224280809,0.3008292002948985,0.719275499599995,0.7255207991562262,-0.9380212280909224,1.2421828485894317,-1.342138503076833,-3.217532859031669,0.6853106547756528
-2.4353123317828884,-0.23492427152097461,1.4827456176426816,0.9485285629625372,1.8187318649663373,-2.936932839103233,3.1959839078353975,-4.595721064950668,-8.381337601755346,0.6271346570509017
0.6841632086089545,-0.8935150925192802,-0.23691096426601999,-0.9113636229915458,-0.6062027347991943,0.5858437656972113,-0.9201288729592316,0.7412720086502318,2.7565982296230813,-0.9996041660451954
-0.8147560028235481,0.7978507013821389,0.3180107275063768,0.7754026786527404,0.7236504497711019,-0.6184570809694705,0.7897605452362856,-1.380491945600543,-3.2553981470639046,1.1850768880189253
0.17615045188769213,-1.8734413039546167,0.19996397443962183,-1.1773606425416816,-0.568024435936551,-0.34671249637958135,-0.4800939002391612,-0.5371464553115751,1.3892571008294954,-1.345244857938855
-1.2498203395893641,0.6458904202758925,0.5950095432094378,0.9940054173248536,1.0378700314755867,-1.289260275194201,1.5533231260773634,-2.1589842161997272,-4.7315020519227575,0.7681256824896131
-0.2652375404702022,-1.0990447515548727,0.2884499837104983,-0.34346465486508626,-0.0005730152812777334,-0.7143413468531522,0.5124724165713551,-0.9187077234064127,-0.5129017595166764,-0.6966172856155125
0.033719054901053244,1.25228366195664,0.10282448209842776,0.39827816073165057,0.3851112689803406,0.3794733077174637,0.08324597694574666,0.7415321120540594,-0.5430525718440077,0.6522936593149649
0.26859358104429787,0.1612995426626951,-0.1809884134097811,0.05547435631542469,-0.24424360333772294,0.31779055919036947,-0.4095841810365216,0.38285367290960526,0.6649977183993483,0.0273909170920226
-1.1148221873524142,0.6441237678501087,0.46969700371038814,0.7765046268518964,0.6806304490581966,-1.019361008818872,1.0417755762764485,-1.703179609025678,-3.73653950544504,0.7548057249607445
1.1969109487613523,0.08198881382471937,-0.6065580861388357,-0.5331611943410458,-0.7280739358376862,1.3842794122727244,-1.4485405537503064,2.2589582653120464,3.8549829694774624,-0.3021068530073304
-0.5968947847319713,-1.7523770951409967,0.5920523377914141,-0.6849198562958935,0.2992993511490855,-1.2534864058629938,0.6340497810611132,-1.9746136148845637,-1.628832950567496,-0.9400303340518193
-1.6744694604532453,-0.8607291633953384,0.7912043981928844,0.5542727897573795,0.9476418651920522,-2.2747267525930925,2.2566843533642307,-3.4374982813299755,-5.4493674222235216,0.10346571643616884
-0.1090234199634638,0.6723893376113824,-0.2103945817437967,0.3792890128750489,0.04681960208347893,0.11160422863309451,-0.012204962993929432,0.10313603501006786,-0.43055166638361964,0.41247378308509264
0.03437530902646009,0.166655817359844,-0.09341999912559384,0.17829019082101696,0.050702350383813995,0.16216617144061532,0.1183605213706653,0.2976024209879855,0.2578145953343346,-0.04439398765591886
0.16058943317175978,1.180989905305672,-0.367062837874712,0.49289996823451054,-0.05454428178768659,0.5144845312505821,-0.39712236552364455,0.7726367540506368,0.21985833646421413,0.869084845158234
1.3621324036850793,0.40327456303717174,-0.7780213706606498,-0.5176048002385777,-0.9633135498796084,1.701757822284315,-1.8806602053996042,2.6109665484520788,4.654725185104784,-0.31911148306638776
-0.23644883673585937,-0.9667018907026598,0.27045526894630967,-0.41563700760414185,0.11367858656252722,-0.31166742769349887,0.02110496562724748,-0.7295746218109207,-0.2762305406878252,-0.5042158028237708
-0.11961962436877134,-0.796064137720634,0.054005636470205204,-0.3252182201007303,0.07321191543986233,-0.5132197469288681,0.2881731947214276,-0.4949659115353923,-0.27812882054969235,-0.3544375219559827
-1.1031843812330935,0.10291739052323721,0.40870566623189764,0.3304736916041776,0.42579678095882106,-1.1590369641651093,0.7572728196558903,-1.7679574477997533,-3.1456014207226386,0.2914813533314024
0.820553502887897,-2.3140440660001054,-0.17231714225268138,-1.473820095394644,-0.8640961982909372,0.2284735082810198,-0.7917980411325604,0.41638336022620975,3.582166961468865,-2.1806584921766308
0.18430906407810346,1.6734418856229851,-0.1803132769687959,0.5448208350145652,0.04851332483687962,0.6559258311783299,-0.47765582271555224,1.119549024065876,0.16532087808410786,1.0976645516627448
-0.42002772729416255,0.44174673637755724,-0.0010991703066167424,0.475474120100756,0.13038331654282986,-0.3253926676238997,0.36593563022750836,-0.5354291763904089,-1.5036170958772768,0.6434314149927093
-1.9046746934654637,1.2270345970488723,0.9257326352453197,1.612587348398667,1.3296465630873435,-1.6339245224930943,2.0554667436064364,-2.8789791788144545,-6.734925580306248,1.8416092625325875
1.4444121950550874,-1.580603940809169,-0.4910191964718912,-1.2987676062743612,-0.9076596089345816,0.8397888893313682,-1.2578916332624548,1.7246240962531318,4.853276839889669,-1.4837191576824666
-1.2276799644560572,1.2445651603552557,0.592419890608086,1.1384655539798978,0.7797260293892656,-1.1544321872671774,1.2892199215312574,-1.879558982409094,-4.559434849423181,1.3332043166197673
-0.5912780093697056,2.2314989110277486,0.19281381930618413,1.247764417193725,0.6357278348176227,-0.036698639448854625,0.5808636048935392,-0.1828032600103253,-2.786313757258756,1.604070870454206
0.35834451107600324,-1.3208783553773176,0.17393979884464078,-0.8135456430927511,-0.15515708761453645,-0.024104645828990315,-0.2854596534040236,-0.28459124823313997,1.2302228577654317,-1.042015036315577
-1.1965579286166865,0.7714017949037666,0.4943703614829023,1.0508586303543777,0.9300210676835338,-1.0710479331642688,1.5553941699533744,-1.8720523147443175,-4.337300410450499,1.0212280953747863
-1.4935097782531435,0.0011099446872931465,0.7716983266106836,0.6289456936097039,0.9333787325128308,-1.724552042242101,1.6386604520929824,-2.681998630303542,-4.971983223538055,0.3820684025168301
